fact_lva_stats
1081.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
649.0
894.0
501.0
1057.0
0.0
1075.0
1042.0
1021.0
1057.0
717.0
1069.0
1081.0
1081.0
439.0
